@relation   union_files_*.arff_(total_attributes:_6_total_instances:_204)_author:_Javier_López_Zambrano

@attribute LEARNING/READING/VIEWING numeric
@attribute COMMUNICATING numeric
@attribute WORKING/DOING numeric
@attribute EVALUATING/EXAMINING numeric
@attribute ENGAGEMENT numeric
@attribute final_score {Fail,Pass}

@data
118.384732,24.14982,8,59.135408,147.336413,Fail
163.435204,55.800172,8,63.330274,177.435508,Fail
60.512832,8.262446,5.073061,61.414955,137.213996,Fail
114.490186,13.900494,6.66722,79.817202,175.338713,Fail
101.094961,23.776501,6.022745,64.228944,136.524907,Fail
83.172274,3.717322,8,37.561376,125.381191,Fail
152.642811,134.780318,14.962426,59.09911,230.898079,Fail
82.41163,2.333749,6.450045,34.439317,117.126651,Fail
113.287215,13.623299,7.037647,65.397372,134.79655,Fail
106,14,2,25,110,Pass
52,39,6,23,76.5,Fail
336,270,10,50,439.5,Fail
190,143,2,43,252.5,Fail
137,119,1,29,183,Fail
285,199,16,67,460,Fail
967,913,28,150,1175,Pass
174,429,27,47,373.5,Pass
122,75,4,29,214.5,Fail
164,56,2,25,172.5,Fail
149,28,4,42,160,Fail
143,5,5,36,123.5,Pass
138,95,6,22,165.5,Pass
168,139,18,33,228,Fail
181,74,13,43,237.5,Fail
265,157,10,36,286,Pass
221,145,15,39,295.5,Fail
145,8,6,46,137.5,Pass
251,265,36,36,345.5,Pass
58,15,5,55,107,Fail
498,69,25,122,484,Pass
166,20,6,35,148.5,Pass
146,102,11,36,185.5,Fail
146,36,12,38,147,Fail
121,112,7,35,242.5,Fail
116,33,2,17,106.5,Fail
156,89,5,29,182.5,Pass
385,206,41,96,458,Pass
232,120,3,38,242.5,Pass
162,90,5,29,183.5,Fail
240,143,9,80,290,Fail
118,140,14,14,173,Pass
106,21,1,7,88,Fail
84,19,9,30,95.5,Fail
101,16,6,37,114,Fail
120,29,12,40,133,Pass
124,232,24,27,266,Pass
137,49,8,23,155,Fail
87,87,5,29,146,Fail
60,3,0,25,62,Pass
76,46,9,41,121,Fail
168,228,34,32,270,Pass
109,10,4,18,103.5,Fail
138,58,5,36,171,Fail
383,464,40,90,569.5,Pass
152,37,21,31,188,Fail
191,32,3,38,197,Fail
104,19,3,21,116,Fail
124,98,5,40,166,Pass
183,42,12,36,187.5,Fail
174,357,7,48,342,Pass
0,0,0,0,0,Pass
107.406625,20.111597,2.362354,34.883009,126.347011,Pass
202.782096,458.105152,27.052805,53.480539,856.664765,Pass
174,402.431816,9.71074,47.53926,355.124354,Pass
139.394822,14.076849,5.978339,38.779792,131.149664,Pass
120.954929,96.053813,11.64008,19.79976,166.065408,Pass
245.955691,149.418199,5.636453,36.369414,285.535228,Pass
126.035876,10.92509,5.4937,43.265617,131.827413,Pass
234.244636,304.744633,29.238482,46.678905,345.365856,Pass
485.025608,159.376783,39.878232,103.240051,566.269367,Pass
158.13236,14.439803,6,39.875337,142.954509,Pass
131.798935,103.174803,8.068235,25.013157,181.391632,Pass
384.383814,391.06918,40.037585,94.743044,477.250344,Pass
258.438183,124.064119,6.631508,36.946548,258.162388,Pass
127.686559,100.326266,11.974799,28.746548,180.634377,Pass
122.073371,18.501856,9.754509,37.382296,129.457704,Pass
118.717856,166.951931,16.766284,20.376592,174.199501,Pass
87.442625,13.419862,1.018774,25,95.972873,Pass
163.012486,173.691162,33.437593,21.354096,262.916476,Pass
415.299918,210.258969,34.699912,94.9592,538.141052,Pass
132.380855,97.12372,5.876443,26.603507,165.788384,Pass
262.326561,184.348442,9.372554,37.875898,317.55966,Pass
51.746985,2.705772,0,19.095512,26.517405,Pass
