@relation   union_files_*.arff_(total_attributes:_6_total_instances:_368)_author:_Javier_López_Zambrano

@attribute LEARNING/READING/VIEWING numeric
@attribute COMMUNICATING numeric
@attribute WORKING/DOING numeric
@attribute EVALUATING/EXAMINING numeric
@attribute ENGAGEMENT numeric
@attribute final_score {Fail,Pass}

@data
345.872295,26.630365,142.518161,5.937082,431.948969,Fail
120.450567,14.856061,70.340501,6.078519,128.917139,Fail
231.335303,25.974384,124.602373,5.305052,306.351605,Fail
241.387322,5.562034,126.29499,7.44994,266.35698,Fail
139.233604,7.229481,116.558903,5.70705,168.841901,Fail
74.203056,23.650421,32.0882,5,133.194967,Fail
133.129592,19.688234,71.129427,7.110091,180.174221,Fail
144.194867,18.177654,88.121768,4.103739,173.076878,Fail
340.754907,66.489556,133.674696,5.443212,341.272746,Fail
117.189922,23.329504,64.795295,6.468421,135.816583,Fail
308.271638,19.13071,136.338269,5.790507,343.60177,Fail
124.830084,38.109841,84.631508,6.053452,171.040082,Fail
447.763582,20.445415,141.125112,6.016897,376.941758,Fail
204.88469,30.687732,105.623533,6,283,Fail
347.00713,32.839364,154.958621,6.981014,358.976805,Fail
227.14184,28.578081,121.09387,5.654316,291.474723,Fail
322.224472,37.805645,152.24075,6,339.545413,Fail
100.200836,4.642382,44.660193,1.2398,118.126975,Fail
238.81641,21.213028,127.235573,5.74425,279.539396,Fail
147.792086,10.632578,106.973826,0.781624,206.417436,Fail
430.613455,54.684654,271.001108,7.291461,597.619832,Fail
107.736475,33.325759,80.260689,7,165.242653,Fail
236.303675,40.727332,180.262175,7.986837,360.491927,Fail
146.605619,10.997423,90.502686,2.116442,178.342237,Fail
220.546089,35.86229,225.46957,9.141795,444.030066,Fail
206.008352,6.989886,120.19072,5.509396,222.034238,Fail
131.777657,19.65628,138.754646,5.315261,219.26453,Fail
154.902991,5.622116,82.984321,7.797563,205.330613,Fail
420,55,109,31,402,Pass
95,5,7,11,69,Fail
276,29,46,9,209,Pass
211,16,55,23,196,Pass
430,23,130,30,343.5,Pass
464,51,216,30,445.5,Pass
295,22,106,13,278,Pass
216,12,39,12,168.5,Pass
340,14,242,24,364.5,Fail
193,11,36,12,168,Pass
90,13,48,5,239.5,Fail
315,80,52,16,274,Fail
194,1,25,9,140,Fail
319,57,74,40,303.5,Pass
154,23,25,9,142.5,Fail
234,28,81,12,239.5,Pass
178,7,30,23,158,Fail
270,27,94,16,230.5,Pass
182,26,27,18,160,Pass
369,12,221,7,353.5,Fail
312,57,117,18,299,Pass
266,42,70,21,252.5,Pass
534,57,501,44,931.5,Fail
197,11,126,19,197,Pass
109,6,21,7,91.5,Fail
413,47,93,19,346,Pass
83,2,15,0,91.5,Pass
125,16,36,9,128.5,Fail
194,6,48,19,224.5,Fail
164,5,30,2,190.5,Fail
70,14,31,2,164.5,Fail
202,22,187,12,251,Fail
288,39,30,5,230.5,Fail
166,22,59,2,288,Pass
148,1,52,6,126,Fail
224,1,56,22,207,Pass
413,73,52,21,370.5,Fail
78,24,28,8,96.5,Fail
191,17,33,19,183.5,Pass
218,32,40,9,180.5,Pass
218,40,40,20,303.5,Fail
266,29,44,7,204.5,Pass
221,5,62,0,206.5,Fail
128,34,44,31,191.5,Fail
165,43,23,10,159.5,Pass
163,17,45,6,149,Pass
108,9,18,0,139.5,Fail
526,43,159,14,469.5,Fail
175,64,27,8,176.5,Pass
228,14,54,8,191.5,Pass
185,7,30,17,156.5,Fail
166,9,46,8,138,Fail
127,10,92,0,187.5,Fail
382,5,35,12,303.5,Pass
111,3,62,1,141,Fail
234,1,27,14,234,Fail
210,28,67,12,202,Pass
354,7,38,17,250,Pass
158,18,35,16,134.5,Fail
264,5,50,13,193.5,Pass
170,22,57,22,170.5,Pass
324,2,329,14,417,Pass
48,16,13,8,61,Fail
142,2,15,23,121.5,Fail
132,27,30,6,123.5,Fail
150,35,46,3,161.5,Fail
97,8,8,0,90.5,Fail
232,5,41,0,216,Pass
806,99,156,40,698.5,Fail
252,37,113,30,247,Pass
103,29,36,8,119,Fail
318,12,100,19,285,Pass
92,10,20,6,84.5,Pass
184,10,86,6,175,Pass
278,13,70,19,323,Pass
474,70,107,34,417.5,Pass
95.200946,6.222319,7.036235,3.75246,84.280902,Fail
315.90738,76.031116,62.032966,16.503343,328.555722,Fail
96.054903,20.749054,44.542148,19.020751,211.499015,Fail
299.795552,64.871918,50.322848,18.779792,297.754219,Fail
170.1369,1.187345,39.805209,8.72497,139.849224,Fail
156.308401,21.975432,31.233638,10.29295,142.414525,Fail
168.274808,12.362665,30.632875,22.088539,153.152517,Fail
378.574493,38.35242,181.596671,19.458723,354.151557,Fail
520.348683,60.660832,55.644932,30.516287,391.697488,Fail
104.504206,6.9267,16.663067,3.897513,90.995864,Fail
114.173208,14.054439,29.86353,6.607894,129.783373,Fail
189.070513,6.717322,30.676537,19.837971,213.018853,Fail
175.216199,5.219682,30,13.061246,178.798216,Fail
78.412012,25.668745,32.125112,7.898619,127.935353,Fail
195.239008,16.750928,156.525479,4.146888,227.322545,Fail
311.769647,67.988813,45.914176,10.604422,273.438943,Fail
158.738418,8.578081,48.943678,7.308631,134.493218,Fail
393.548695,52.634186,51.662556,20.408561,365.607257,Fail
69.573934,18.860941,22.699912,8,83.479618,Fail
227.57812,28.608357,28.606246,15.534502,274.085325,Fail
179.263274,6.726516,36.69276,19.404529,185.33292,Fail
146.973895,34.901924,44.124977,9.613026,178.668998,Fail
110.903938,5.217173,42.323549,0.543419,139.802568,Fail
473.991532,52.194084,83.366158,14.675442,350.765992,Fail
192.909886,2.002577,28.675681,12.386307,154.337376,Fail
160.591015,15.440152,37.822934,15.432821,135.935373,Fail
126.866372,6.175382,66.934399,0.745302,170.319545,Fail
130.506768,7.720546,37.85132,1.788153,140.261873,Fail
230.509516,4.585256,27.87696,4.429243,211.073937,Fail
160.533052,11.99634,39.690874,12.795543,137.103165,Fail
51.694971,10.790843,8.705676,1.691122,61.235815,Fail
141.682035,13.111415,25.372818,10.775713,123.055901,Fail
152.06402,22.005956,34.828976,13.803253,126.987274,Fail
151.041775,31.013941,38.783093,10.438985,146.488901,Fail
89.8479,14.279528,16.33029,0.360034,94.788997,Fail
685.01603,64.152969,363.660549,42.551788,769.184545,Fail
120.532733,24.644102,36,8.521397,122.871962,Fail
